Column1
0.36363637
0.36363637
0.36363637
0.36363637
0.36363637
0.36363637
0.36363637
0.36363614
0.26136363
0.26136363
0.15909088
0.15909064
0.056818128
0.056818128
-0.04545459
-0.04545471
-0.04545486
-0.04545462
-0.04545459
-0.045454353
-0.04545456
-0.04545456
-0.04545462
-0.045454383
-0.045454443
-0.04545456
-0.04545456
-0.0454548
-0.04545456
-0.0454548
-0.045454443
-0.04545468
-0.045454323
-0.04545456
-0.045454443
-0.045454323
-0.04545468
-0.045454323
-0.045454502
-0.045454502
-0.04545474
-0.04545474
-0.04545456
-0.04545468
-0.045454443
-0.04545456
-0.04545456
-0.04545456
-0.04545456
-0.045454323
-0.04545456
-0.04545468
-0.04545465
-0.045454532
-0.045454502
-0.045454502
-0.045454472
-0.045454472
-0.045454413
-0.045454413
-0.045454443
-0.045454443
-0.045454472
-0.045454472
-0.045454383
-0.045454502
-0.045454443
-0.045454443
-0.045454204
-0.045454443
-0.045454383
-0.045454383
-0.045454323
-0.045454443
-0.045454502
-0.045454502
-0.04545456
-0.04545456
-0.04545456
-0.04545456
-0.045454443
-0.045454443
-0.045454443
-0.045454443
-0.045454443
-0.045454443
-0.045454443
-0.045454323
-0.04545456
-0.04545468
-0.045454502
-0.045454383
-0.045454502
-0.04545462
-0.04545456
-0.04545456
-0.045454443
-0.045454443
-0.045454413
-0.045454293
-0.045454144
-0.045454144
-0.045454293
-0.045454174
-0.045454293
-0.045454413
-0.045454443
-0.045454443
-0.04545465
-0.04545465
-0.045454443
-0.04545456
-0.04545456
-0.045454443
-0.04545456
-0.04545456
-0.045454502
-0.045454383
-0.04545456
-0.045454323
-0.04545456
-0.045454443
-0.045454502
-0.045454383
-0.04545456
-0.045454443
-0.045454383
-0.045454264
-0.045454204
-0.045453966
-0.045454204
-0.045454085
-0.045453966
-0.045453966
-0.045454204
-0.045454204
-0.045454323
-0.045454323
-0.045454323
-0.045454323
-0.04545468
-0.04545468
-0.04545462
-0.04545462
-0.04545471
-0.045454472
-0.04545492
-0.045454443
-0.045454293
-0.045454055
-0.045454532
-0.045454174
-0.045454144
-0.045454383
-0.045454174
-0.045454174
-0.045454443
-0.04545456
-0.045454443
-0.045454204
-0.045454323
-0.045454323
-0.045454204
-0.045454204
-0.045453966
-0.045454085
-0.045454085
-0.045454085
-0.045454383
-0.045454383
-0.04545492
-0.045454323
-0.045455158
-0.04545456
-0.0454551
-0.04545462
-0.045454323
-0.045454323
-0.045454025
-0.045454502
-0.045454204
-0.04545468
-0.0454548
-0.045454323
0.0568175
0.056818336
0.15909034
0.15909106
0.26136374
0.2613641
0.36363697
0.3636365
0.3636368
0.3636368
0.36363703
0.36363655
0.36363614
0.3636365
0.3636363
0.36363596
0.36363584
0.36363572
0.36363566
0.36363542
0.36363584
0.36363524
0.26136315
0.2613628
0.15909058
0.1590895
0.05681786
0.056817263
-0.04545492
-0.045455635
-0.04545504
-0.045455635
-0.045454502
-0.04545498
-0.045454323
-0.045455277
-0.045454025
-0.04545498
-0.045453608
-0.04545492
-0.045453846
-0.045455158
-0.045453787
-0.04545498
-0.045453846
-0.0454548
-0.045453846
-0.04545456
-0.045453966
-0.045454443
-0.045454204
-0.04545468
-0.045453966
-0.04545468
-0.045454204
-0.04545504
-0.045454085
-0.04545492
-0.045454085
-0.045454443
-0.045454025
-0.04545474
-0.045454383
-0.045454383
-0.045453906
-0.045454502
-0.045454264
-0.04545462
-0.045454025
-0.045454383
-0.045454025
-0.045454502
-0.045454264
-0.04545474
